MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
4608801,2016,Aracoma Alma Mine #1,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1120, Holden, WV 25625",,Appalachia Central,503664,110,248401,13.129664658065803
4608802,2016,Hernshaw Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1120, Holden, WV 25625",,Appalachia Central,310363,76,164085,12.645497859155265
4608838,2016,Superior Surface Mine,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,Highland Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,43449,11,24021,10.679343115468965
4608939,2016,Guyan Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Erp Environmental Fund Inc,"P.O. Box 305, Madison, WV 25130",United Mine Workers Of America,Appalachia Central,55489,17,37134,10.92394008189247
4608973,2016,Wv-3 Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,305521,43,91762,12.629773795002185
4608984,2016,Coal-Mac Inc Holden #22 Surfac,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Phoenix Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,2054196,203,468247,14.53539508848188
4609029,2016,Mountaineer Ii Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Mingo Logan Coal Llc,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,1478926,235,545451,14.206826706634578
4609089,2016,Camp Branch Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Rum Creek Coal Sales,"P.O. Box 1096, Holden, WV 25625",,Appalachia Central,57561,11,18425,10.96060053402621
4609101,2016,Toney Fork Surface Mine,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,633884,57,142508,13.359621251379487
4609204,2016,Reylas Surface Mine,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Highland Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,622165,69,154020,13.34096060985447
4609217,2016,Powellton #1 Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,672116,165,399327,13.418186223655953
4609294,2016,Washington Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Hampden Coal, Llc","P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,578947,127,269708,13.268966215232366
4609361,2016,Cedar Grove #2 Mine,West Virginia (Southern),Logan,Active,Underground,Independent Producer Operator,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1098, Holden, WV 25625",,Appalachia Central,392274,70,146736,12.879715854191975
4609514,2016,Muddy Bridge,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Hampden Coal, Llc","P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,33248,28,22591,10.411749893898953
4609518,2016,Pounding  Mill Surface Mine,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,"Hampden Coal, Llc","P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,3873,9,1853,8.261784679514752
1518890,2016,Southeastern Auger No. 1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Southeastern Coal Inc.,"342 Chadwick Dr, Tazewell, VA 24651",,Appalachia Central,12777,2,1020,9.455401958591324
4602380,2016,Bishop Impoundment Area,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Chestnut Land Holdings, Llc","P.O. Box 2178, Beaver, WV 25813",,Appalachia Central,25000,12,28990,10.126631103850338
4605741,2016,Low Gap Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,11722,5,5572,9.369222697036374
4606265,2016,Sewell Mine B,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Ave., Bluefield, VA 24605",,Appalachia Central,97208,34,73873,11.484608291588447
4606578,2016,Red Fox Surface Mine,West Virginia (Southern),Mcdowell,Temporarily closed,Surface,Independent Producer Operator,Mine only,Justice Energy Company Inc,"818 N Eisenhower Dr, Beckley, WV 25801",,Appalachia Central,16917,25,6041,9.736074312475292
4606843,2016,No 2 Mine,West Virginia (Southern),Mcdowell,Temporarily closed,Underground,Independent Producer Operator,Mine only,Sally Ann Coal Company Inc,"P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,3983,11,3198,8.289790583181643
4607366,2016,No 1,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Sally Ann Coal Company Inc,"P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,38399,16,27607,10.555786696570062
4608131,2016,Mine No. 35,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,847,2,532,6.741700694652055
4608647,2016,Eckman Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,701051,86,249870,13.460335916580041
4608659,2016,Mine No. 32,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,19559,3,2389,9.881190817537517
4609007,2016,Red Ash Highwall Miner,West Virginia (Southern),Mcdowell,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","2005 Webster Rd, Summersville, WV 26651",,Appalachia Central,880,4,1336,6.779921907472252
4609100,2016,Mountain Fork No 2,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,C & A Coal Company,"P.O. Box 1030, Bluefield, VA 24605",,Appalachia Central,11321,12,7093,9.334414687078109
4609198,2016,Caretta #3 Mine,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Rs Mining Inc,"P.O. Box 1090, Oceana, WV 24870",,Appalachia Central,13833,12,5542,9.534812320874815
4609207,2016,Mine No 2,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Harman Branch Mining Inc,"Hc 32 Box 588, War, WV 24892",,Appalachia Central,1990,13,2193,7.595889917718538
4609261,2016,Mine No. 39,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,280120,65,121410,12.542973361769453
4609348,2016,Horse Creek No 1,West Virginia (Southern),Mcdowell,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,43493,45,37355,10.680355284587607
4609378,2016,Mine No. 42,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,246672,67,122190,12.41581479790012
4609387,2016,Lower War Eagle Mine,West Virginia (Southern),Mcdowell,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,83824,45,37368,11.336474641648001
4609395,2016,Dry Branch Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,470232,54,133891,13.060981468918712
4609441,2016,Switchback Loadout,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,Star Services Llc,"P.O. Box 1363, Princeton, WV 24740",,Appalachia Central,118940,21,58629,11.686374443260584
4609442,2016,Puncheoncamp Surface,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Onyx Energy, Llc","P.O. Box 1363, Princeton, WV 24740",,Appalachia Central,29746,11,12586,10.300449948152544
4609455,2016,Sewell Mine R,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Avenue, Bluefield, VA 24605",,Appalachia Central,6509,13,4129,8.780941113572387
4609480,2016,Skyway Iii Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Skyway Strip, Inc.","356 S. College Ave, Bluefield, VA 24605",,Appalachia Central,12132,13,13101,9.403601868808472
4609484,2016,Newhall Surface Mine No. 2,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,Little Seam Mining Co.,"P.O. Box 31, Thorpe, WV 24888",,Appalachia Central,58029,8,16990,10.968698164570208
4609485,2016,Atwell Branch Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Gme Mining & Reclamation, Inc.","P.O. Box 202, Bartley, WV 24813",,Appalachia Central,7815,5,1025,8.963800242855577
4609496,2016,Mine No. 43,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,210104,53,96254,12.255357925204931
4609507,2016,Edm No. 1 Mine,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc","356 South College Avenue, Bluefield, VA 24605",,Appalachia Central,12527,9,7554,9.435641593844192
4601318,2016,Harrison County Mine,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Harrison County Coal Compa,"79 Camp Run Road, Mannington, WV 26582",United Mine Workers Of America,Appalachia Northern,6586715,397,898608,15.700565299645643
4601433,2016,Marion County Mine,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Marion County Coal Company,"151 Johnny Cake Road, Metz, WV 26585",United Mine Workers Of America,Appalachia Northern,4370847,446,886022,15.290467369801108
4609050,2016,Barrackville Refuse Pile,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,"Lp Mineral, Llc","317 Cleveland Ave, Fairmont, WV 26554",,Appalachia Northern,50126,6,16759,10.822295114534558
4601436,2016,Ohio County Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Ohio County Coal Company,"1107 Golden Ridge Road, Dallas, WV 26036",United Mine Workers Of America,Appalachia Northern,6265878,457,1044774,15.650629280148328
4601437,2016,Marshall County Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Marshall County Coal Compa,"46226 National Rd, St. Clairsvil, OH 43950",United Mine Workers Of America,Appalachia Northern,10523671,724,1656726,16.169137658776044
4609311,2016,Mine No. 1,West Virginia (Southern),Mercer,Active,Surface,Independent Producer Operator,Mine only,"Onyx Energy, Llc","P.O. Box 1363, Princeton, WV 24740",,Appalachia Central,111183,19,53501,11.61893277141379
4606089,2016,Minway No. 1,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,"Southeastern Land, Llc.","P.O. Box 9, Naugatuck, WV 25685",,Appalachia Central,71565,10,4942,11.178361406618317
4608808,2016,Ruby Energy,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Mine only,"Spartan Mining Company, Llc","P.O. Box 1120, Holden, WV 25625",,Appalachia Central,1114699,169,373948,13.924094971274952
4608930,2016,Grapevine South Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,238384,22,49976,12.381638097827121
4609075,2016,Twin Branch No 1,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,"Southeastern Land, Llc.","P.O. Box 9, Naugatuck, WV 25685",,Appalachia Central,1355119,93,200258,14.119399831317963
4609277,2016,Alma No 1,West Virginia (Southern),Mingo,Active,Underground,Independent Producer Operator,Mine only,"Southeastern Land, Llc.","P.O. Box 9, Naugatuck, WV 25685",,Appalachia Central,12103,11,8042,9.401208634738603
4609345,2016,Remining #3,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,Appalachia Central,123757,10,22268,11.726075244487726
4609362,2016,Mine No. 5,West Virginia (Southern),Mingo,Active,Underground,Independent Producer Operator,Mine only,C K Coal Corporation,"P.O. Box 1805, Gilbert, WV 25621",,Appalachia Central,102133,21,30946,11.534031164467565
3610021,2016,11,West Virginia (Northern),Monongalia,Active,Surface,Independent Producer Operator,Mine only,"Black Hawk Mining, Inc","221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,19715,4,2880,9.889135046311727
4601456,2016,Federal No 2,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Erp Federal Mining Complex, Ll","1044 Miracle Run Rd, Fairview, WV 26570",United Mine Workers Of America,Appalachia Northern,1507373,312,673352,14.225878958595162
4605589,2016,Crawdad No 1 Mine,West Virginia (Northern),Monongalia,Active,Underground,Independent Producer Operator,Mine only,Red Bone Mining Company,"P.O. Box 60, Dellslow, WV 26531",,Appalachia Northern,322270,45,106026,12.683144982490774
4608787,2016,Jerry Fork Eagle,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Mine only,Nicholas Contura Llc,"P.O. Box 707, Summersville, WV 26651",,Appalachia Central,594190,121,260182,13.294954412518642
4608864,2016,Tunnel Ridge Mine,West Virginia (Northern),Ohio,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Tunnel Ridge, Llc","2596 Battle Run Road, Triadelphia, WV 26059",,Appalachia Northern,6593227,436,956479,15.701553467959267
4605252,2016,Beckley Pocahontas Mine,West Virginia (Southern),Raleigh,Active,Underground,Independent Producer Operator,Mine only,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",,Appalachia Central,982725,233,533334,13.798084604140895
4608315,2016,Brushy Eagle,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,94990,54,111043,11.461526901884229
4608716,2016,Tams No.1 Surface Mine,West Virginia (Southern),Raleigh,Active,Surface,Independent Producer Operator,Mine only,"Tams Management, Inc","P.O. Box 1085, Beckley, WV 25802",,Appalachia Central,58668,35,58347,10.979649712366646
4608878,2016,Affinity Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801",,Appalachia Central,898321,202,492777,13.708282744434864
4608977,2016,Edwight Surface Mine,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Alex Energy Llc,"8641 Coal River Road, Naoma, WV 25140",,Appalachia Central,11929,9,15644,9.386727689281946
4609026,2016,Ewing Fork No. 1 Surface Mine,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Mine only,Pioneer Fuel,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,787432,88,205557,13.576532296747269
4609048,2016,Slip Ridge Cedar Grove Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,418137,143,313580,12.943564409004376
4609091,2016,Horse Creek Eagle,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,558901,135,305618,13.233727634485032
4609092,2016,Allen Powellton Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,347950,75,162728,12.759814070272997
4609409,2016,Shm 12-66,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Mine only,Republic Energy Llc,"4101 Slate Dr., Scarbro, WV 25917",,Appalachia Central,201123,14,35088,12.211671940180606
4609475,2016,Workman Creek Surface,West Virginia (Southern),Raleigh,Active,Surface,Independent Producer Operator,Mine only,Republic Energy Llc,"4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,443966,74,172093,13.00350326190565
4609192,2016,Leer Mine,West Virginia (Northern),Taylor,Active,Underground,Operating Subsidiary,Mine only,Aci Tygart Valley,"1200 Tygart Drive, Grafton, WV 26354",,Appalachia Northern,3574262,427,992479,15.08926927923347
4609028,2016,Mountain View Mine,West Virginia (Northern),Tucker,Active,Underground,Operating Subsidiary,Mine only,"Mettiki Coal Wv, Llc","293 Table Rock Road, Oakland, MD 21550",,Appalachia Northern,2014302,219,461135,14.515783291366782
4608194,2016,Pleasant Hill Mine,West Virginia (Northern),Upshur,Active,Underground,Independent Producer Operator,Mine only,Carter Roag Coal Company,"1023 Lanham Cemetary Road, Tallmansville, WV 26237",,Appalachia Northern,400301,137,357597,12.89997204310395
4609036,2016,Seven Pines,West Virginia (Northern),Webster,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"2691 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,161495,25,53850,11.992229461413263
4609351,2016,Sumter,West Virginia (Northern),Webster,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,93689,32,42998,11.447736065390567
4609353,2016,Jackson Bridge 1,West Virginia (Northern),Webster,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,Appalachia Northern,38884,30,40086,10.56833813394096
4003398,2016,Shm-75 (Eagle Creek),West Virginia (Southern),Wyoming,Active,Surface,Operating Subsidiary,Mine only,Rockwell Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509",,Appalachia Central,39850,11,7908,10.592877684218362
4601544,2016,Road Fork #51 Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Spartan Mining Company, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,679487,148,333966,13.429093380675825
4601816,2016,Pinnacle Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",United Mine Workers Of America,Appalachia Central,921453,264,582887,13.733707050993122
4606263,2016,Wyoming No 2,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,228957,77,158923,12.341289491979069
4609062,2016,Coal Mountain No 1 Surface,West Virginia (Southern),Wyoming,Active,Surface,Independent Producer Operator,Mine only,Cm Energy Operations Lp,"200 George Street Suite 4, Beckley, WV 25801",United Mine Workers Of America,Appalachia Central,833874,109,245063,13.633837590790591
4609319,2016,Lower War Eagle,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,724976,171,425302,13.493893829840605
4609427,2016,Eagle #3 Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,"Rockwell Mining, Llc","P.O. Box 57, Wharton, WV 25208",,Appalachia Central,173609,40,97196,12.06456092318254
4609513,2016,Eagle Creek #10,West Virginia (Southern),Wyoming,Active,Surface,Independent Producer Operator,Mine only,Eagle Creek Mining Llc,"4189 Collins Hwy, Robinson Cree, KY 41560",,Appalachia Central,39072,10,20000,10.57316137691043
4800083,2016,Wyodak Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine only,Black Hills Energy,"3338 Garner Lake Rd, Gillette, WY 82716",,Powder River Basin,3817414,67,117819,15.155083787988819
4800732,2016,Belle Ayr Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Contura Coal West Llc,"P.O. Box 3040, Gillette, WY 82717",,Powder River Basin,14883227,241,479221,16.515745432136264
4800977,2016,Black Thunder,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,Powder River Basin,67889779,1350,2597713,18.03339605100666
4800992,2016,Cordero Rojo Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine only,Cordero Mining Llc,"P.O. Box 1449, Gillette, WY 82717",,Powder River Basin,18332046,436,865252,16.724161233881404
4800993,2016,Rawhide Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","P.O. Box 3042, Gillette, WY 82717",,Powder River Basin,8079139,94,171951,15.904795865413481
4801034,2016,Caballo Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","2298 Bishop Rd/Caller Box 3041, Gillette, WY 82717",,Powder River Basin,11221557,155,314209,16.233347218484628
4801078,2016,Eagle Butte Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Contura Coal West Llc,"P.O. Box 3040, Gillette, WY 82717",,Powder River Basin,19003005,291,559175,16.76010768251981
4801200,2016,Buckskin Mine,Wyoming,Campbell,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Buckskin Mining Company,"P.O. Box 3027, Gillette, WY 82717",,Powder River Basin,7130578,148,321263,15.779902855023469
4801215,2016,Coal Creek Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,Powder River Basin,8179632,137,286626,15.917157719791888
4801353,2016,North Antelope Rochelle Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Powder River Mining Ll,"Caller Box 3035, Gillette, WY 82717",,Powder River Basin,92863811,1186,2556942,18.346644579989604
4801429,2016,Dry Fork Mine,Wyoming,Campbell,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Western Fuels-Wyoming Inc,"3629 N Garner Lake Rd, Gillette, WY 82716",,Powder River Basin,6141433,83,164570,15.63056866051482
4801337,2016,Antelope Coal Mine,Wyoming,Converse,Active,Surface,Operating Subsidiary,Mine only,Antelope Coal Llc,"P.O. Box 3008, Gillette, WY 82717",,Powder River Basin,29793257,574,1168339,17.209792650703758
4800086,2016,Kemmerer Mine,Wyoming,Lincoln,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Westmoreland Kemmerer, Llc","P.O. Box 950, Kemmerer, WY 83101",United Mine Workers Of America,Western,4105900,288,549000,15.227935521661419
4800677,2016,Jim Bridger Mine,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Western Energy Workers,Western,2449926,237,468725,14.711568377983125
4801180,2016,Black Butte And Leucite Hills,Wyoming,Sweetwater,Active,Surface,Operating Subsidiary,Mine only,Black Butte Coal Company,"P.O. Box 98, Point Of Rock, WY 82942",,Western,2160163,167,327272,14.585694239776124
4801646,2016,Bridger Underground Coal Mine,Wyoming,Sweetwater,Active,Underground,Operating Subsidiary,Mine only,Bridger Coal Company,"1088 Nine Mile Road, Point Of Rock, WY 82942",Western Energy Workers,Western,1167265,279,613137,13.970173963468111
3609756,2016,Robindale Energy - Armagh,Refuse Recovery,Bedford,Active,Refuse,Independent Producer Operator,Mine only,Robindale Energy Services,"224 Grange Hall Road, Armagh, PA 15920",,Appalachia Northern,474,4,5864,6.161207321695077
4201211,2016,Fossil Rock Mine,Refuse Recovery,Emery,Temporarily closed,Refuse,Independent Producer Operator,Mine only,"Fossil Rock Resources, Llc.","225 North 5th Street, Suite 90, Grand Junctio, CO 81501",,Uinta Region,3812,2,392,8.245909264774093
1100588,2016,Old Ed #21,Refuse Recovery,Franklin,"Active, men working, not producing",Refuse,Independent Producer Operator,Mine only,"Old Ed, Llc","500 Curler Tried Rd, Peruy, IL 62272",,Illinois Basin,1841,2,1279,7.518064181233078
4608627,2016,Red Oak Inc,Refuse Recovery,Mingo,"Active, men working, not producing",Refuse,Independent Producer Operator,Mine only,Red Oak Inc,"P.O. Box 284, Holden, WV 25625",,Appalachia Central,65771,3,5580,11.093934290680341
3608822,2016,Sioux Bank,Refuse Recovery,Northumberland,Active,Refuse,Independent Producer Operator,Mine and Preparation Plant,Black Diamond Mining Inc,"P.O. Box 81, Mt. Carmel, PA 17851",,Appalachia Northern,4904,4,8446,8.497806477616047
3609843,2016,Atlas Anthracite Coal Corporat,Refuse Recovery,Northumberland,Active,Refuse,Independent Producer Operator,Mine and Preparation Plant,D. Molesevich & Sons Construct,"P.O. Box 121, Mount Carmel, PA 17851",,Appalachia Northern,14089,7,12445,9.553149630053277
1519797,2016,Fies Slurry Recovery,Refuse Recovery,Hopkins,Active,Refuse,Independent Producer Operator,Mine only,G & G Mines Llc,"140 Wolf Creek Road, Goreville, IL 62939",,Illinois Basin,13043,2,2600,9.476006870370282
3602234,2016,Ellangowan Bank #45,Refuse Recovery,Schuylkill,Active,Refuse,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",United Mine Workers Of America,Appalachia Northern,1431,12,27039,7.266128779556451
3609178,2016,Branchdale Bank/Stripping,Refuse Recovery,Schuylkill,Active,Refuse,Independent Producer Operator,Mine only,Michael Coal Company,"P.O. Box 8, Williamstown, PA 17098",,Appalachia Northern,119327,17,38690,11.689622902680627
3609304,2016,Park Mine Coal Company,Refuse Recovery,Schuylkill,Active,Refuse,Independent Producer Operator,Mine only,Park Mine Coal Company,"294 Pine Creek Drive, Orwigsburg, PA 17961",,Appalachia Northern,24015,4,6829,10.086433914098924
3610151,2016,Schaeffer Hill Refuse Bank,Refuse Recovery,Schuylkill,Active,Refuse,Independent Producer Operator,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",,Appalachia Northern,1200,2,4992,7.090076835776092
1103247,2016,Delta Carbon Project,Refuse Recovery,Saline,Active,Refuse,Independent Producer Operator,Mine only,"K.D. Crain & Sons, Inc.","13751 Prosperity Road, Johnston City, IL 62951",International Union Of Operation Engineers,Illinois Basin,151270,7,9773,11.926821598556245
4407329,2016,Hurrican Fork Gobco #10,Refuse Recovery,Russell,Permanently abandoned,Refuse,Independent Producer Operator,Mine only,Mountain Fuels Inc.,"P.O. Box 749, Abingdon, VA 24210",,Appalachia Central,184094,7,11410,12.12320177570691
4407354,2016,Gobco #11,Refuse Recovery,Russell,Permanently abandoned,Refuse,Independent Producer Operator,Mine only,Mountain Fuels Inc.,"P.O. Box 749, Abingdon, VA 24212",,Appalachia Central,204684,11,13293,12.229222605428873
4407365,2016,Gobco #12,Refuse Recovery,Wise,Active,Refuse,Independent Producer Operator,Mine only,Mountain Fuels Inc,"P.O. Box 749, Abingdon, VA 24212",,Appalachia Central,60919,15,4699,11.017300391903918
